Gem Name,Download Count
"stringify-hash",1151131
"fluent-plugin-elasticsearch",1149871
"gitlab_git",1148814
"danger",1148491
"faraday_middleware-aws-signers-v4",1147109
"mixlib-install",1145166
"linecache19",1143878
"guard-cucumber",1140791
"cells",1140128
"alpha_omega",1139880
"breadcrumbs_on_rails",1134286
"serverengine",1133372
"rubyXL",1131218
"ya2yaml",1129400
"deliver",1128662
"routing-filter",1128578
"puppet-lint-variable_contains_upcase",1124923
"ione",1122522
"minitest-rails",1122309
"activerecord_sane_schema_dumper",1120314
"fspath",1119861
"instagram",1119366
"split",1117226
"commander-fastlane",1113866
"snmp",1113493
"her",1113158
"knife-solo_data_bag",1110178
"wicked",1108509
"jammit",1108407
"ruby-filemagic",1108017
"page-object",1106190
"statsd-instrument",1104213
"jsmin",1103779
"carrot",1102475
"foodcritic",1095739
"searchkick",1093165
"url_mount",1090199
"wisper",1089126
"houston",1086606
"ruby-xz",1085537
"win32-api",1084165
"beaker-answers",1083906
"zeroclipboard-rails",1083190
"data_magic",1082134
"mongo_mapper",1081668
"english",1081549
"powerbar",1078241
"image_optim",1076415
"in_threads",1074979
"gmail_xoauth",1070640
"mail_view",1069909
"blue-daemons",1069549
"fivemat",1068143
"bootstrap_form",1067118
"activerecord-jdbcmysql-adapter",1066492
"gibberish",1063229
"ffi-compiler",1060217
"resque-pool",1056547
"stripe-ruby-mock",1056285
"bosh_cli",1054311
"language",1053678
"carrot-top",1052747
"randexp",1049457
"ar-octopus",1049391
"win32-process",1048321
"jeweler",1047671
"html2text",1045609
"rkelly-remix",1045361
"simple-navigation",1044317
"middleman-sprockets",1043882
"rgeo-activerecord",1042239
"breakpoint",1041715
"cork",1041105
"hodel_3000_compliant_logger",1039140
"classifier-reborn",1038197
"capistrano_colors",1037609
"email_reply_trimmer",1035296
"linux-kstat",1034522
"ruby-kafka",1034041
"best_in_place",1032338
"active_link_to",1028815
"zipruby",1027572
"resque-cleaner",1026959
"omniauth-authentiq",1026783
"mcollective-client",1021937
"delayed_job_web",1020714
"bosh_common",1020513
"smarter_csv",1019876
"ruby-debug-ide",1019516
"heroics",1015523
"webrick",1013561
"actionpack-xml_parser",1012541
"yell",1012116
"classifier",1011961
"databasedotcom",1011885
"sensu-plugins-process-checks",1009313
"ember-source",1009066
"guard-rails",1009024
"unicorn-rails",1007509
"fluent-plugin-secure-forward",1007337
"iso-639",1006768
"yml_reader",1005794
"jruby-jars",1005075
"active_record_query_trace",1003139
"public_activity",1001939
"zurb-foundation",1001101
"inline_svg",1000196
"machinist",999720
"airbrake_handler",999177
"servolux",999023
"sigh",998157
"gym",995610
"gmaps4rails",993871
"clipboard",993105
"activerecord-postgis-adapter",992542
"le",989513
"spork-rails",988804
"beaker-hiera",988745
"xmpp4r",986789
"citrus",985742
"claide-plugins",985403
"attribute_normalizer",985363
"mongoid-compatibility",983255
"postmark",982418
"rgeo-geojson",980832
"versioncake",979901
"guard-shell",978436
"faye",976312
"jruby-rack",975601
"plucky",971466
"geminabox",971239
"unicode",968930
"artifactory",967086
"toml-rb",964663
"aws-partitions",963121
"bond",962581
"orderedhash",962537
"active-fedora",961403
"rgeo-shapefile",959383
"omniauth-linkedin",958950
"filesize",957688
"dm-postgres-adapter",954197
"rerun",953040
"ruby-openid-apps-discovery",949723
"calabash-cucumber",947991
"pilot",946434
"commonwatir",945984
"jekyll-feed",944694
"validate_url",943688
"lockfile",943038
"nprogress-rails",942143
"dry-configurable",940735
"modernizr-rails",934081
"puppet-lint-trailing_comma-check",932782
"activerecord-jdbcsqlite3-adapter",931443
"chefspec",931238
"client_side_validations",929734
"validates_hostname",929383
"coolline",929206
"rufus-lru",928783
"therubyrhino",928376
"debase",924777
"asciidoctor-plantuml",924086
"patron",924061
"rails3-jquery-autocomplete",923349
"oink",922344
"yarjuf",921975
"with_advisory_lock",921739
"debase-ruby_core_source",920671
"prototype-rails",918369
"retries",917983
"actionpack-page_caching",916478
"seedbank",913896
"blobstore_client",913146
"vault",912785
"mixlib-archive",912370
"haml_coffee_assets",911412
"strip_attributes",911348
"omniauth-openid",909613
"gmail",908803
"elif",906295
"rspec-html-matchers",905636
"gcm",903272
"twitter_cldr",902836
"sassc",902425
"handlebars-source",901301
"roodi",900864
"page_navigation",900725
"caboose-cms",900240
"racc",899415
"scan",899166
"did_you_mean",898835
"picasawebalbums",896079
"eventmachine-tail",895101
"fauxhai",893769
"buildr",893720
"gelf",893561
"email_reply_parser",893007
"jdbc-sqlite3",892729
"syslogger",892303
"capybara-email",891883
"sensu-plugins-cpu-checks",887801
"dalli-elasticache",887051
"ruby-debug-base19",886019
"scrub_rb",885560
"show_me_the_cookies",880624
"sidekiq-status",880479
"kitchen-vagrant",879261
"resolve-hostname",878906
"sinatra-activerecord",877116
"minitest-spec-rails",874248
"edn",873609
"canonical-rails",872256
"cassandra-driver",871642
"soap4r-ruby1.9",868246
"rpm_contrib",867349
"active_hash",867251
"do_mysql",866816
"metric_fu",866810
"aws-sdk-s3",866784
"rubytree",864200
"codeclimate-engine-rb",863307
"turnip",863051
"librarianp",860996
"equivalent-xml",860554
"taps",860554
"innertube",860328
"google-ads-common",857013
"decent_exposure",856721
"workflow",855328
"arvados-cli",854642
"haml-edge",854422
"aws-sdk-kms",853658
"jekyll-redirect-from",853577
"table_print",853284
"mailchimp-api",851112
"scrypt",849308
"roxml",848791
"jdbc-postgres",848444
"middleman-livereload",846617
"carrierwave-mongoid",845610
"ruby-oci8",844040
"cmdparse",843549
"lodash-rails",839587
"rack-parser",838100
"github-pages",837818
"gettext_i18n_rails_js",836439
"SyslogLogger",836163
"scout",836014
"dry-container",833954
"versionist",833387
"timezone",831798
"fxruby",831632
"aws-sdk-ec2",830089
"eye",827821
".cat",827522
"hashie-forbidden_attributes",827193
"dnsbl-client",826900
"string-scrub",826723
"disposable",825690
"culerity",824497
"fast_xs",824345
"sensu-plugins-network-checks",822143
"po_to_json",820089
"twitter-text",819934
"rubinius-core-api",818549
"mime",818055
"reform",817810
"activemodel-serializers-xml",817504
"sinatra-partial",815995
"poseidon",814595
"rubinius-actor",813082
"mini_mime",812569
"sass-globbing",812241
"ar_transaction_changes",812146
"mixpanel_client",810969
"devise_security_extension",810195
"platform-api",809336
"google-adwords-api",808406
"simple_uuid",808122
"churn",807821
"thrift_client",807188
"graphql",806698
"googlecharts",806391
"travis-artifacts",806238
"symbolize",804921
"padrino-core",804735
"aws-sdk-sqs",804207
"certified",803119
"rest",802579
"aws-sdk-sns",801851
"dry-equalizer",801058
"pem",800301
"micromachine",800076
"activerecord-jdbcpostgresql-adapter",799368
"cert",798791
"match",798726
"aws-sdk-kinesis",797789
"overcommit",795711
"prawn-layout",795235
"milia",792014
"barber",790974
"produce",790560
"vagrant-vbguest",789995
"hmx_client",788676
"aws-sdk-route53",787620
"paypal-sdk-core",787227
"aws-sdk-autoscaling",786664
"whatlanguage",786547
"therubyrhino_jar",785374
"protobuf",784523
"fluent-plugin-forest",783830
"aws-sdk-ecr",782437
"fast_stack",781732
"aws-sdk-cloudwatch",780360
"aws-sdk-rds",779990
"rbtrace",779794
"prawn-core",778505
"rspec_profiling",778437
"aws-sdk-elasticloadbalancingv2",778056
"gpgme",777980
"aws-sdk-ses",776053
"ruby-debug19",775882
"em_aws",775522
"dry-types",775213
"jsonapi-parser",773443
"aws-sdk-glacier",773410
"aws-sdk-codebuild",772622
"rchardet",771944
"fog-digitalocean",771602
"postmark-rails",771512
"aws-sdk-iam",771095
"aws-sdk-applicationautoscaling",770933
"aws-sdk-ssm",770712
"omniauth-linkedin-oauth2",770628
"aws-sdk-polly",770581
"supply",770500
"aws-sdk-configservice",770161
"aws-sdk-ecs",769890
"librato-rails",769480
"aws-sdk-cloudwatchlogs",769469
"aws-sdk-cloudformation",769461
"browserify-rails",769447
"aws-sdk-appstream",768991
"aws-sdk-dynamodb",768867
"aws-sdk-rekognition",768865
"fog-dnsimple",768487
"aws-sdk-organizations",768426
"aws-sdk-budgets",767860
"sauce",767802
"aws-sdk-elasticloadbalancing",767509
"aws-sdk-cloudhsm",767136
"aws-sdk-devicefarm",766731
"aws-sdk-elasticbeanstalk",766436
"aws-sdk-elasticache",766413
"aws-sdk-databasemigrationservice",766054
"aws-sdk-firehose",765541
"aws-sigv2",764528
"dry-logic",764467
"aws-sdk-apigateway",764436
"aws-sdk-codepipeline",764406
"aws-sdk-pinpoint",764014
"aws-sdk-cloudwatchevents",763814
"aws-sdk-opsworks",763760
"aws-sdk-waf",763735
"aws-sdk-storagegateway",763732
"aws-sdk-kinesisanalytics",763679
"aws-sdk-inspector",763633
"aws-sdk-snowball",763574
"aws-sdk-redshift",763528
"ember-data-source",763442
"aws-sdk-servicecatalog",763430
"aws-sdk-wafregional",763374
"aws-sdk-route53domains",763365
"aws-sdk-gamelift",762661
"appsignal",762414
"aws-sdk-batch",761904
"aws-sdk-lex",761512
"acts_as_commentable",761364
"aws-sdk-opsworkscm",761338
"aws-sdk-cloudfront",761321
"aws-sdk-codecommit",760816
"windows-api",760664
"aws-sdk-lexmodelbuildingservice",760462
"aws-sdk-simpledb",759998
"yamler",759937
"aws-sdk-lambda",759658
"aws-sdk-efs",759209
"aws-sdk-codedeploy",759143
"aws-sdk-cloudtrail",759130
"aws-sdk-applicationdiscoveryservice",759047
"aws-sdk-cognitoidentityprovider",759005
"aws-sdk-cognitoidentity",758935
"aws-sdk-acm",758934
"aws-sdk-directconnect",758911
"aws-sdk-cloudsearchdomain",758899
"aws-sdk-iot",758821
"spring-commands-teaspoon",758812
"aws-sdk-elastictranscoder",758801
"aws-sdk-directoryservice",758691
"aws-sdk-elasticsearchservice",758624
"aws-sdk-dynamodbstreams",758616
"aws-sdk-cloudsearch",758560
"aws-sdk-emr",758513
"aws-sdk-marketplacecommerceanalytics",758507
"frameit",758506
"aws-sdk-datapipeline",758453
"aws-sdk-cognitosync",758442
"aws-sdk-health",758297
"aws-sdk-importexport",758226
"aws-sdk-iotdataplane",758224
"aws-sdk-marketplacemetering",758194
"aws-sdk-lambdapreview",758169
"aws-sdk-machinelearning",758123
"aws-sdk-lightsail",758036
"aws-sdk-swf",757970
"aws-sdk-sms",757964
"aws-sdk-support",757918
"aws-sdk-mturk",757856
"aws-sdk-xray",757853
"aws-sdk-shield",757823
"aws-sdk-workspaces",757699
"stemmer",757407
"highcharts-rails",757243
"aws-sdk-codestar",756919
"iron_core",756000
"newrelic_moped",754884
"sensu-plugins-load-checks",754068
"camertron-eprun",753906
"normalize-rails",753380
"aws-sdk-clouddirectory",752770
"aws-sdk-costandusagereportservice",752693
"amazon-ec2",752502
"aws-sdk-workdocs",751961
"aws-sdk-marketplaceentitlementservice",751935
"aws-sdk-resourcegroupstaggingapi",751833
"aws-sdk-states",751769
"aws-sdk-greengrass",751690
"fluent-plugin-record-modifier",750284
"aws-sdk-athena",750125
"easy_diff",750017
"autotest",749328
"remote_syslog",748959
"interactor",748119
"puppet-lint-param-docs",748084
"beaker-puppet_install_helper",747984
"sidekiq-scheduler",746361
"aws-sdk-dax",746250
"sim_launcher",746219
"aws-sdk-cloudhsmv2",744739
"aws-sdk-glue",744437
"aws-sdk-migrationhub",744264
"filelock",742658
"fluent-plugin-record-reformer",740979
"snappy",740706
"w3c_validators",738881
"hashids",737704
"ri_cal",737699
"carmen-rails",737547
"librato-rack",737509
"streamio-ffmpeg",737328
"arvados",736163
"rubypython",735597
"delayed_paperclip",735358
"em-pg-client",733850
"combine_pdf",732469
"hirb-unicode",731559
"sassy-maps",730930
"hot_tub",730749
"guard-jasmine",730228
"ember-rails",729807
"sassc-rails",729344
"rails_layout",729315
"vpim",727755
"mongoid-grid_fs",726898
"sauce_whisk",726017
"gitaly",725854
"github-markdown",725768
"jruby-pageant",723957
"seed_dump",723953
"deprecated",722306
"fluent-plugin-s3",722122
"vj-sdk",721207
"cldr-plurals-runtime-rb",720506
"mongoid-rspec",719455
"sensu-plugins-http",718462
"font_assets",717272
"base2_cms",717171
"sorcery",715573
"delorean",715514
"jemoji",714983
"logstasher",714816
"utf8-cleaner",714342
"phonelib",714130
"ruby-libvirt",713795
"bloomfilter-rb",713117
"puppet-lint-empty_string-check",712531
"amatch",709868
"dep-selector-libgecode",709796
"pickle",708111
"declarative_authorization",707492
"structured_warnings",705116
"roo-xls",704849
"directory_watcher",704651
"dwradcliffe_test_gem_push",703342
"statistics2",703337
"warbler",701875
"stripe_event",701547
"oa-core",701534
"text-table",700975
"ruby-augeas",699924
"rhc",697313
"url",696037
"konacha",695246
"cfoundry",694506
"murmurhash3",692812
"nesty",692688
"algoliasearch",691482
"hamster",691251
"celerity",691153
"feedjira",690915
"hirefire-resource",690901
"scientist",690093
"ranked-model",689094
"activerecord-postgres-hstore",688758
"engineyard",688318
"bootscale",688088
"capistrano-passenger",686413
"selenium-client",685026
"numbers_and_words",684865
"puppet-lint-undef_in_function-check",684413
"pdf-inspector",684401
"winrm-fs",684123
"semantic",683945
"pcaprub",683810
"codemirror-rails",683484
"aws-sdk-mobile",683399
"jenkins",683054
"bootstrap-kaminari-views",682794
"wirb",682552
"yaml_db",681491
"hiera-puppet",681424
"russian",679825
"codecov",678974
"db-query-matchers",678724
"puppet-lint-file_ensure-check",678029
"em-postgres",677536
"omniauth-oauth2-generic",677209
"dry-core",677145
"recurly",677071
"rack-mobile-detect",675629
"xcode-install",675153
"dbi",673822
"rails-backbone",673492
"cityhash",673339
"amq-client",672972
"viewcumber",671065
"font-awesome-sass-rails",670669
"raphael-rails",669542
"rspec-legacy_formatters",668786
"hprose",668019
"flipper-ui",667945
"atoulme-Antwrap",667618
"etcd",667529
"ruby-maven",666737
"api-pagination",664559
"engtagger",664531
"capistrano3-unicorn",664151
"backup",663901
"metasploit_data_models",663855
"rspec_api_documentation",663411
"flipper-redis",663388
"carrierwave-aws",662748
"after_commit",662363
"jekyll-mentions",661694
"sendgrid-ruby",661666
"bosh-template",661618
"heroku-deflater",660000
"scale_down",659793
"valid_email",659103
"geokit-rails",658568
"cocoapods-check",658313
"fuzzy-string-match",656852
"dep_selector",656577
"rubydraw",655979
"jimson-temp",655304
"redcard",653646
"dev",653523
"simple-rss",652780
"slackistrano",652407
"scout_apm",651644
"java-properties",651425
"libnotify",650902
"beaker-pe",650548
"transaction-simple",649732
"flexmock",648397
"fluent-plugin-parser",647465
"six",647035
"scoped_search",646913
"paypal-sdk-rest",646577
"calabash-android",646375
"activerecord-oracle_enhanced-adapter",645634
"application_seeds",644706
"spree",641934
"html-proofer",641075
"sys-uname",640390
"linkedin",637922
"gemcutter",637483
"possessive",636570
"rVM",634722
"capistrano-stats",633373
"coveralls-lcov",632084
"react-source",631183
"busser-bats",631151
"riemann-client",629851
"aws-sdk-rails",628921
"chozo",628238
"counter_culture",627906
"configliere",627613
"highscore",626814
"ruby-duration",626525
"tddium_client",626205
"stamp",626205
"spruz",625898
"padrino-gen",625557
"single_test",625301
"twitter_ebooks",624778
"packetfu",623446
"aws-flow",623431
"puppet-lint-absolute_template_path",623014
"couchrest",621350
"jquery-validation-rails",620192
"github-pages-health-check",619810
"ims-lti",619773
"enumerable-lazy",618983
"puppet-lint-version_comparison-check",618745
"cache_digests",618239
"syck",617756
"oga",616919
"newrelic-grape",616878
"docopt",616378
"gravatar_image_tag",616359
"gingerice",615557
"gitlab",614982
"mongoid-history",614931
"gruff",614687
"simple_enum",613195
"nilify_blanks",610569
"remote_syslog_logger",610183
"render_anywhere",609843
"nifty-generators",609832
"padrino",609818
"mtrc",609726
"padrino-mailer",609076
"globalize3",608372
"amoeba",608030
"acts_as_paranoid",607115
"mustermann19",607095
"dropbox-sdk",606363
"rails-settings-cached",606313
"less-rails-bootstrap",605999
"padrino-admin",605462
"react_on_rails",605317
"hominid",605105
"redis-mutex",604911
"mailgun-ruby",604859
"spree_core",604745
"json_expressions",603841
"uri_template",602537
"rubycas-client",601671
"redis-semaphore",600947
"shoryuken",600845
"redis-classy",600625
"after_commit_action",599699
"twitter-typeahead-rails",599122
"prawn-security",599081
"lhm",598906
"rbovirt",598283
"rails-dev-tweaks",597457
"azure-core",597048
"rbpdf",595400
"gems",595269
"ruby_gntp",595105
"api-auth",595089
"sneakers",594988
"doorkeeper-openid_connect",594401
"metriks",593741
"iron_worker_ng",593061
"krausefx-shenzhen",591351
"apartment",590445
"blockenspiel",586809
"happymapper",586649
"valuable",586219
"beaker-hostgenerator",583632
"css_splitter",583310
"chef-handler-slack",583302
"puma_worker_killer",581227
"elasticsearch-persistence",580950
"google_currency",579957
"capistrano3-puma",579652
"time_diff",578710
"json_schema",578587
"soap4r",577323
"metasploit-payloads",576688
"prawn-svg",576313
"closure_tree",576153
"pdf-writer",575984
"routo",575929
"gnuplot",575115
"msfrpc-client",573744
"selectize-rails",572806
"autotest-rails",572490
"activesupport-json_encoder",572042
"avl_tree",572038
"ruby-ll",570195
"spree_api",569678
"puppet-lint-numericvariable",568823
"arel-helpers",568467
"schema_plus",567848
"active_scaffold",567792
"dry-validation",567471
"appium_lib",566805
"hash-deep-merge",566790
"engineyard-serverside-adapter",566272
"run_loop",566264
"backbone-on-rails",565311
"screengrab",564214
"bosh_cpi",563493
"sextant",563165
"descriptive_statistics",562462
"rubycritic",562252
"watchr",562181
"comfortable_mexican_sofa",562092
"attribute-kit",560931
"omniauth-bitbucket",559453
"in-parallel",558987
"dentaku",558567
"refining",558343
"jquery-cookie-rails",558090
"database_rewinder",558043
"zscheduler",557755
"slowhandcuke",556314
"rails-footnotes",555875
"tesseract-ocr",554338
